PhraseId,SentenceId,Phrase,Sentiment
16937,734,"It just goes to show , an intelligent person is n't necessarily an admirable storyteller .",1
16952,735,Perhaps the best sports movie I 've ever seen .,4
16960,736,Just send it to Cranky .,1
16967,737,Steven Soderbergh does n't remake Andrei Tarkovsky 's Solaris so much as distill it .,1
16983,738,"Anyone who wants to start writing screenplays can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .",1
17026,739,"In theory , a middle-aged romance pairing Clayburgh and Tambor sounds promising , but in practice it 's something else altogether -- clownish and offensive and nothing at all like real life .",1
17066,740,Works better in the conception than it does in the execution ... winds up seeming just a little too clever .,1
17086,741,New Yorkers always seem to find the oddest places to dwell ...,2
17100,742,"Vaguely interesting , but it 's just too too much .",1
17109,743,"With all the sympathy , empathy and pity fogging up the screen ... His Secret Life enters the land of unintentional melodrama and tiresome love triangles .",1
17137,744,"Van Wilder has a built-in audience , but only among those who are drying out from spring break and are still unconcerned about what they ingest .",1
17168,745,"No , even that 's too committed .",1
17176,746,"The large-frame IMAX camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers .",4
17217,747,Low comedy does n't come much lower .,1
17224,748,"The characterizations and dialogue lack depth or complexity , with the ironic exception of Scooter .",1
17241,749,dramatic snapshot,3
17274,750,What we get ... is Caddyshack crossed with the Loyal Order of Raccoons .,2
17291,751,It 'll keep you wide awake and ... very tense .,3
17304,752,"The movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the Holocaust escape story , Minac drains his movie of all individuality .",1
17349,753,"It may scream low budget , but this charmer has a spirit that can not be denied .",3
17367,754,Less an examination of neo-Nazism than a probe into the nature of faith itself .,3
17384,755,"Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film .",4
17417,756,"While it may not add up to the sum of its parts , Holofcener 's film offers just enough insight to keep it from being simpleminded , and the ensemble cast is engaging enough to keep you from shifting in your chair too often .",3
17458,757,"There are no special effects , and no Hollywood endings .",3
17468,758,"Despite Juliet Stevenon 's attempt to bring cohesion to Pamela 's emotional roller coaster life , it is not enough to give the film the substance it so desperately needs .",1
17502,759,"Not a schlocky creature feature but something far more stylish and cerebral -- and , hence , more chillingly effective .",3
17528,760,"From a deceptively simple premise , this deeply moving French drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times .",4
17563,761,The movie is obviously a labour of love so Howard appears to have had free rein to be as pretentious as he wanted .,2
17590,762,A stylish cast and some clever scripting solutions help Chicago make the transition from stage to screen with considerable appeal intact .,3
17617,763,Fessenden 's narrative is just as much about the ownership and redefinition of myth as it is about a domestic unit finding their way to joy .,3
17646,764,It 's a movie that accomplishes so much that one viewing ca n't possibly be enough .,3
17660,765,You can sip your vintage wines and watch your Merchant Ivory productions ; I 'll settle for a nice cool glass of iced tea and a Jerry Bruckheimer flick any day of the week .,4
17703,766,"A quiet , disquieting triumph .",3
17709,767,"A muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .",0
17732,768,It looks much more like a cartoon in the end than The Simpsons ever has .,2
17746,769,Hugely accomplished slice of Hitchcockian suspense .,3
17754,770,A generic international version of a typical American horror film .,1
17765,771,"The result is good gossip , entertainingly delivered , yet with a distinctly musty odour , its expiry date long gone .",2
17791,772,Just the labour involved in creating the layered richness of the imagery in this chiaroscuro of madness and light is astonishing .,4
17817,773,Charlotte Sometimes is a gem .,3
17823,774,Stage director Sam Mendes showcases Tom Hanks as a depression era hit-man in this dark tale of revenge .,3
17846,775,Brady,3
17867,776,Upper Teens may get cynical .,1
17874,777,A gift to anyone who loves both dance and cinema,3
17885,778,A small movie with a big heart .,3
17892,779,"Like a comedian who starts off promisingly but then proceeds to flop , Comedian runs out of steam after a half hour .",1
17918,780,"feeling to it , but like the 1920 's , the trip there is a great deal of fun .",3
17934,781,Essentially a collection of bits -- and they 're all naughty .,3
17948,782,A cartoon ?,1
17950,783,"Disney aficionados will notice distinct parallels between this story and the 1971 musical `` Bedknobs and Broomsticks , '' which also dealt with British children rediscovering the power of fantasy during wartime .",2
17991,784,These guys seem great to knock back a beer with but they 're simply not funny performers .,1
18009,785,It 's not a motion picture ; it 's an utterly static picture .,0
18021,786,"The Powerpuff Girls arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact .",3
18042,787,Coal is n't as easy to come by as it used to be and this would be a worthy substitute for naughty children 's stockings .,1
18067,788,I love the opening scenes of a wintry New York City in 1899 .,3
18082,789,"If -LRB- Jaglom 's -RRB- latest effort is not the director at his most sparkling , some of its repartee is still worth hearing .",3
18105,790,"It shares the first two films ' loose-jointed structure , but laugh-out-loud bits are few and far between .",2
18126,791,The movie is a trove of delights .,4
18133,792,"With `` Ichi the Killer '' , Takashi Miike , Japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than Batman ...",1
18164,793,"Were it not for a sentimental resolution that explains way more about Cal than does the movie or the character any good , Freundlich 's World Traveler might have been one of the more daring and surprising American movies of the year .",2
18202,794,Thin period piece .,2
18205,795,A well-executed spy-thriller .,4
